id,fecha,cantidad,tipotrans,cuentaorigen,cuentadestino,dateCreated,lastUpdated
479451,2020-09-10,628171.6762414083,n0JH,B6V3,TYORPk0b9eAsNpDwIpCfVpLNYERm2l3iOFd6SpH8WKWhcLwGyRMqHd4f2C2LhtqUduP9LR4e7ZXhvToe0NHUBPlixqhJ5pJBnFsCI3CM4ZlCQAlfmecDZuQ10lrB3oApUEQpR5iZnQvuw9jvWbglZwwhATw5Hk7fNHp90vmkqRK7lkqYMG91cI44LXcRwiGrIM6Yrnz9KgiUYsCh9iMNITkgKi,2019-09-18 02:04:47.315259,2023-07-10 04:55:26.451767
623218,2022-03-11,752986.7790632715,Tl36oqlHv3,OacUH5wUt2rZmaro4eVmRfylXitzUSxdVB6mwgPSCypZGD7nNa2ULiVc1oThQ0TfMNxWSvCLp2j1g2KeBkQkgSbz4ZElyo9ww7JpFy2AzLHiOEkDNj3CN0eFBwPegvqTwkaG8j6713SotgPMmevlYWgYidoLdgr9LqD0WgW4,2oOHcgL8HEdhaLPws9UsKnUecJcEWnh5fLqlcnr5DGsshyPv9V82ksO8uCqEPvbBZmrbdtH0Bdh9ywIaYnh2Id6eXAfXNY2dAOPWNDJvWNt1PNj4vWL7vBfM2gC9U1MgcpNyrwUNsSlUvXuCpaJdU8ikinuoXRZNZdzlwRJx9lhr0qhtTVZeS4KKU5YHbF8cRMuRyKCcG5VRGsW0eGl5XI0qGIgfAUs9t3YCzFbOcU5DWbtukGhh0pCUa2NoXHX,2020-09-13 09:25:50.214890,2022-03-22 10:29:01.327325
603176,2021-06-16,148174.9800206392,w5cGX067Xc,0OZfTZnv3mxjf1aCpxZRG0JxoZBBg4T4faitlTHGNmxRGa0xOpFBzorgiYfEydZ3ycuSovEeE1FIP6WL0iCz9P8DlWu13NQnvYS9tJV1b7P8kd1n0bVIuRk35MEuGr7nE0MkPDBLAnn7aQXqPCa3lt5M4yg4FZnyf7bgjefryvLiE78MkzQDzbOrKx,0YYYhaEOKaw6qplZCHhHSIparccDYAdSHsHUOBuYPvS8fwiXKwYZrg8p5kLe11cPBw6fzGQyTFhbzyX8KbehICBlWosv9CHsQ7BpFWNOrD34JYZEnytxl8Dz5crUxCKGk5ROAjOBY1l8NQwAtPWpqxzlwNJyFiOZKhHAOFFtKjKhyySnIeyHSlaW1NsH4L635r3Iot6Z3D,2023-02-21 22:58:53.159787,2022-05-27 13:57:36.582788
168313,2023-06-14,752196.3510593993,q,3j5J1ppAiTt5YNAn0EEJRP6nzsuAZMfu6B3nbyEubOMGsWxcFeVWgSKZQyH1UMzXoV8kZGnCdFjRY00P1fpyKrEO951i6ySL6zbRpaMG6vPaDWyOsAyVbPM6Vv9N2n22e4hR98jGBO54Xlz1CTFAR7WYphNrhQJYRHBx05b4MHlGtPVM7BtpP6w8mtE2BNMMkx2V95K2yQoskfPCPXAdAXxmU2D5SjaDm2ghS5Kz7LrgouXc,JAF6j17gtWAQieXEOd1DjEAvvEEI0C12AMqoA4NPdOu35UM5FIA6mOhud2Li3HNOuKJmNP,2023-11-09 00:12:27.039877,2022-05-03 01:00:49.809999
272693,2022-01-25,662953.3562306361,gC7,x8SdhXBs1jnW1sf4TfoMUbay6Yk3az,guzTmvBiMPrywkHaB38l72pKbxaUJXsuAQsd3dnaMw5UmOLHmH6DKKZHCjBiGnfJay2CQbamftJ,2021-07-19 06:24:23.185206,2021-02-11 22:52:42.334224
536432,2019-06-02,587266.7323918707,svXTR,mLM7jkb9Dtt7u5qTLaytCyHGZzzfMvkzyNuYO94H3sYcX0IXQh9lw4T8GfNkjqYGnn4LrSuXqSInysURE0oH46v4uMlNz3sWjTk3jY2JKruXpsRy9MDftwuw2D10LlqG4TarvnIxa4x41Q7KlMd1US3ZCUjeO4HiJlBFoEsbxSFK4GBESbg8fwYD1iRNEvXnQT4IyELkGlFnpeg1VYvvQ,ToIUQLu3ZvqFWJQ3rNV5uggdupSuIN4u5hCN2pxBQ4sRumtQjEI7zcVHBYIivAtdojtGjH20Xg0DHzWttfSV8rZ9aMYtCbafZwsVlASxCSVJahGfHTLIb9kfuVovkoxAWu4MhSncKrMTKEeWDwa3iwaSPpUN0VrEdGIWncuabpJasYsGzD8fKNGlkoXxoYBTegMyUoZ2CdOx9H5eQN1hAeYg9gf90Q5cf7j2rFfq7Hx,2021-11-04 15:33:00.082456,2019-01-16 18:39:34.610067
952039,2023-08-31,981938.4350384043,71KV9A77az,aOPcO2gyZJh0szmUNE5UvZ0exxT1WPnlhrFdeLnnMZ,QTKVTk8q9EGXHwfGmUEE8qfswBjlwWt4f5JwVem4vox9E0sHTEXv5jH7MxlmpQfG1HsyMpCWMB9D2xWxSS8B8E0LsPHKhG0UVB6HCKhCSeFdIHt4WBTADzvoTNtoGZNAUtXbJxUSUvhotdVM3K6bmQxyA53Dh,2019-09-23 07:38:35.646094,2019-11-10 21:48:23.861186
72215,2022-07-29,351571.94958582375,DvzqNER,qhv9a8d7DUBD5LpxkO17FCDdwR3b4ujyf9xtbYkYFk1tSaqsC56xqg5HUTauCPpgBxF6gI3GWfUdY9tGxKNPkFKmWdxReWAQcwXbs8djvkc0ilhTQPP8j1wBcH8v5XysstSbDQS19uQywlZZZUg2DQLfdTVS1g0tRkf63TrfJs,9NvmKogFrGo7DdPXo5XI6iZWbZlb7zGgFEtumuD3JoqWldDFGQGyjHj0UoAA76FEQtdpdhLBQZd83L1Q8DXVEeIwguMZgAXJ6d0eBm4UcayBiyePMJ8ofY1wW5hQtvFMO92Il25VFRcOAFEBAWnXthXz9wtJmUDdNRJaKmSmKenZ1SDSnzda2deU7FaCdITnLla5PzPzHxSgeJaPVWollnAEUqX2i8GkuYm2XlXTB,2023-03-04 09:36:58.454622,2019-06-10 07:24:41.628050
881001,2021-06-21,817879.1664931567,BiaR,bAPQopFuYBp4gHAJP2uy6zF2fazn6KUL,ITNLAJ1eFTfNsZd0e8oj4VyiJLjtWw3IpUK,2022-04-10 18:44:17.532570,2021-02-16 09:46:59.896847
545510,2022-10-16,384321.23150739085,5F,80ZF09MOC9u4b7ThhQ5EwoMnEylZIXUg1XBFGI5RbS7TWvdiJdY2tgbAVeV6YcQFyiBv4fIn75V0203Q58hzTACVLU8gYecIF2zPvxQLA42nrz6oY14N279oD4akrVgx9KMyv1Iop5TqfVGLhTPvgpDbiLJrewGDRcdO8216G3SxP1DoEAjWaLAroWYTsmdYQyGD4D9K3QLB,0qsMS3LrPm4sSSzbWD1VUjQhkEbDfSgMMc3lfe8iASOeQ05z9LOXaLmDkFJy6blOlhDrLTmCSaNW7QhmVtX51IeDVnEpCg3WmHCcoyXzqB78CIa8gZVTB3QsbAwUZ7pOR5su8hsaQM23GQpRNr2i1vP4,2019-11-18 01:03:42.805744,2019-10-24 09:08:55.887098
641951,2019-05-26,259694.20507374272,7,fLFlKA8HfvxxGq7j1KD2FlXTfn9O0nUwMRTENk3jF6BLrQCn4pZV1w,CnJJZ6FwCqpg2p8IZmfybgCCLPX2zwMqVSeAzC5aHYrbUKGhrm9Mf7chRq7F3XjPqtv4EwpVmJ3AnnBzRzb04qsJJpLwHbXF,2022-09-05 00:00:40.633554,2022-05-18 22:09:35.934096
380059,2022-04-15,625305.3457155346,GDocrefnf,ggEc38Xu1c4e3zQBFTZXtEoRuCEkckgFo7zXXKC0bXJj9c2H8LJZt1M,ylDEa1xMlZKItZ35M7JPOTDveFwguyAI5vqit3B0wdM7VNMiL3fyoawnftyfFs3TOq6zkIqxWvu,2023-10-07 07:04:48.685804,2021-01-13 09:50:50.606437
184957,2023-02-21,132787.561574366,3Va6,Rbezy5vIWg4ZxRoAwyk6PIfjeJY2N8j1C4O0PQCSF5fotNfwKHKcfVilYFev62pSqPtMLSGFeBX7JHWasLTQXNRyQk6XhEFNLtdOxmGS4v8UZs4nkrA1yKIkoUSRhue11F9b9wArkSF3qULlyNASwXLRAwzj8x2kdPS5B8vgSNmYpw22PpDo,BFzO8epFo6E9CljIAwi57QpR75taxq78oumxKoEtIPWkQ3iclQP6JpBephF5jV8G7HPoxMG1K6qQxP3oQdRhUE9J3KiPkXQyDb1CEZO8pdYyfDln1bgIdpJkBFs8p87meh2OT6YyXnMXzKgwlczGb1tliFmlkmF58yoBK9WOs7JcyWPxLRPjsA3SmZBworoaYkyQOgtHVpejRwi1j3Ex6Rt0JsANTYMtavrrBPq3bH7gy,2021-09-07 20:52:36.723813,2021-07-13 04:05:57.579060
919078,2021-02-18,347168.2734069581,sji0tA,MZ0UTym7lqB4tit42LosTgVcwH8L5tYreC7t9s7pZZ0KcmSDBi7roXFIbm5hFZ2o9649Ei0ToqMUGk1FmDotrRmxTYM4C96zHAe5nqdXndvUXiWcL9pB7mXsHuX7psSQ5dTzvvfYAHmeF52L2SON2bXmDUU9FFMrdpJcuUPhBOiQM,sizZ6FdN9Wb9bj1tkXRwnvNSbDgfsO1E8dQLBmHkRXUZaySGD5cubamer4lzY3HkVMnaTOyGY2HJTymmlrdqlGEKBHmwj9H61ZajGBPY6WtX7PHTngbORuP7vvgfWD4AdOJ9cOtGaIsdNpqVMhkDciOB879gVT44RrCjrlCbege8Rjj2ghtLPksWH2PW6zHdAo5bhXdnSkL7Lq44TtOA3HGJBnYLum4XU2DYGQVF,2019-06-12 16:28:49.135906,2022-09-08 21:57:04.535135
214581,2019-09-27,478607.3465576881,3lATrdRczP,9kDkPVLi37IJuK3pkSXBcYbNYFtwqMjQHtNGp,Qa0ZaH71g8FSEYWj1SaHQAgtGCaXDlI8tEym7OfV4sLRIElpBkEfEUA8U4MZivQgPDSN7UyMW4t62ui7riWwRCdAWaDmFKQYktjGstVMO09iRbB7alm3T2KAYw4qIAnvAKwQOnby,2022-06-23 11:43:33.172059,2021-04-01 06:28:13.304392
317871,2023-06-25,296749.4553628572,7mU0V6U9i6,aKHgVf91PXXbzIf3GYh2onDpb3UAlzmtGlZqMeVuKcZtnp,mcjOxcb3hYAs1oAjYlt8vEjRqFIbwtuDWuC1BWpT8zHuYM62M6x5l21UrglArO5pkJE0TE6LSoKBEkPfGNA93PEF1zzo97ibGohqQHSnDBwU6IxDN0PnP8BLFUFMpvxoq0VSiBI7qeL3aNH2iZgs2NCuaWDZvNZAb,2022-09-01 21:28:58.448250,2019-11-06 23:10:16.601450
952468,2022-04-29,242002.49036462317,nsybEOQ,ehep6EvgBMY6N5sTjzEcT0MzMhgkuR,9KqzTyNjFjohUVQc4EzYJXIBTO56T1GqAwIoTA2URLwCViTGBnthgzSr8v9Szd8Aq4x1HlgEzaf1Yudh7ZdYRyF2CF0mJEuZK5jvxBmi8NOCDp8Gx1JYIx07BDxBvUWY0bEBiDcNi0qvKvuqbaD7ghFKDy24MtJvJwM96THpK1FX69RfhA2mdrRYr4UIpsu3SZouxMe4ZSVstgvrXo1A7AKwg4H,2020-01-20 05:30:01.624457,2022-02-12 06:56:37.547922
816704,2022-06-01,53905.236419862376,zMtA30,NIqw0NhND1Tls614jzoEbohskyxk78ipsNwmxbTeE5rQ3s7rRZX73vHkRE,9QrBkT3MXv48QXc3IwbBt32WsN,2019-10-24 11:15:53.615767,2022-03-13 15:52:49.270195
418197,2019-09-18,8130.681902479533,qX3izU9,XQrMrYm3a,6ksWa7C1BLjKAw5PlnWTCFrslslA0N7WYipTIHc8BnaFDZyLFALiVfVSaueJl4golJLtpR3aAm5hNOYfxSvMskUW,2023-04-04 08:30:57.667674,2021-01-31 21:41:36.141307
769410,2021-10-20,918302.0419138626,tDRQBPdrKw,kOsrqwemkQwZnlWTK,tYmuQzbGqugXrZcugvDcj3bmou6BC71L0KKW2xtXui2B43iXRflcy1maZUG6X1RVHu0QLlMYVvEP6ZxetMStOnzbvJjLanB29Homcr8pbgKPKJLuUi4ZSl6v8ht3qasy1kAhzTfpwVLhVLQ4QmfFzOj9CnEffRNO3F8V48svZSOSnk7bVPLv1B0VmIdlSJxJXk1,2021-11-15 00:50:43.517830,2019-07-20 12:38:17.912442
73943,2021-02-22,303996.4016892088,b,iqtM2cEAh0TrYAzOSKJBxPqPxUVtKIGw8fQx9l2ejYHpDPiyZxmG1BRT0rO4HpPaihSvinfxZyc6wj42uVelqSAsdgsf,B4oHQxLzrAgm2Av7rx6j5o40uLg1AuZ4wewWp6kGu0Y8fP7Z2SEe8QUYbcVrj1YA7LIeTSNEcIDzZgsFkwfETWnQuObZlYwg7xQ6TATw6RIsJBDrQHW2bK68hUjUKoc8B,2019-10-15 00:12:23.329523,2020-08-07 00:38:56.607378
224149,2023-01-24,949576.5837238289,fiD,bQjUdeowmLGZMLrheatUw6cB0acCwtaFDdmNToLfXdOPayH9bRVs3oA06GhdpjJJ7Zy2j43IBDV7nMOis3mBNu2QNPbuwMFA4qq2Ik2y4RygyLi32blZJH5qGovWE3Ln23tks3QbFdynxnEiCQJK58RpMpoYLJXk9EWxxTZ1LoNKbWE3w0jkNTTl5Sdk06IQ7b1WMLu0AkmHl2AYH0ZYxOs489lTOrSRDWbqp6NDzTuF8VbTmW,fN16ypQgnSgifo5wyhQbt2uwTxBDfow8Ar8NzULsXb2r8Pip0hgldxPXDa7y1R5HG,2022-02-28 20:52:07.340251,2023-05-07 23:59:13.338038
19410,2020-11-19,302711.1650264289,pxV8,Q01epu3OJ9bt0i9emhfN5yPtFzu73ECnTPtcb5GBSPkBkiyr6wbenuLoFle1o1kqDUApAGiJ6XgvdCaDtiN1ByXOz8ipV5AS63LKSsusywIfkFCpI,LkQkugffIKzSGxpLcahW78A6GT1YJO1iIxSBywfY7TCx5TRgJevs44vt,2021-05-21 10:55:40.379287,2019-07-29 10:57:17.293228
543072,2022-02-26,209911.5210179804,zcL4x,eyRFmRUKN3NKuJguVYx03RwJHKoR3F1Exd2DPiRpvSg4qk8WgAHOucM5LbEXp6zARfjuJhJxNkTUNUVgWDiUYnmY8dRRk8EWlIjZqKVu3BNHOygOb86uPgKOkTMXlWM7uzWDnaggdVOiptXtW5ClPNsgGamfcbLcTnD33kIMOT3Py7aCzEFqClh64GOQxd8USnhxR3MU4YDWTzQlM,2OUttJqOLTmovoKpVFc7PmcKZXaOLCKAlZcAMIPyWnZvlx9id9e8ZyYQk1XwLlX0UaAyk0Cq8JylEj7JneCEnu4lrId9IhPhkZQyx0uVcZnxLhZVaokPMXxtPI4vzUdCCgg5hVT3WYtru6bltMNY5ZXht1MIk9L6jkh1Ze7f0HiYrtqbXpwDVdTpm,2020-11-21 19:48:01.488141,2021-02-12 05:36:58.855813
475485,2019-01-26,884331.4900502616,d2BO3n,bX0s7R34tun39tnhWr5cPVpCn1r8F788Z3bNHuxCdEYxDORW4U0nPSwobz9AgdS9GpPs63g8zZyYN5ar3rV22DUYGnhfpthEXU3Z1fpR58Lujvn8vXpLhMiQpycsEfrHP5i1fWvFJObr2ninoQCHw4KvCQneh6KactVhouwkRcAy5kB9BZuByTgX16rdEJEDZM2GunMiYNEeW3tMVJp,EyyYCGYolnE0KzhGZCTuuyGerx8jsXkMBPl6ZE9TYNrkL82RmZU1vT1A6IvylGzOPJjkZKi0Uf9KfHEFAKzo0zCf,2022-09-05 12:08:45.673641,2023-11-20 23:36:01.405100
306643,2023-04-30,498837.3334712667,DJX,ObEf6uu0aRex1MqPOqXlvXgCVQIx,97qzDikQ9VIq9qyDFEw9yhc4FypWdat4wxb7OQP0GzM8ipzxKU1uZauPqNXUUfFJ,2021-03-22 10:35:30.173188,2022-10-16 22:37:36.221297
816652,2019-07-12,269806.332611602,M,b4WNRnp1AKiWTmbVWbjHWkoqxxo0Gu3hcpfxVkO4QJMPVe3AVJ7p655LbMK7BBAceTxZeCPKD9JSXsQqxRUVdZx8RKReAWyA7yrQQCEYpMKU7S7JdYuI10x9EcGjHAe7vCiJguEIIC8reVJf97wJxeHN3voH7hUOD5EPGdk8mralc4kVK2P23oaXRE189UYKlLlgiSpjpN,PD2kPtKNJqCXjzKHeaylz2h4NCzJgUUpn9N62KYZhdtHmRGFjCWgmE8SdYvWroevitvvKP8gcAKjmnFpLlinBdbJyw9YDsAYcanOPxUzFEh2C0gG6KojPvXg2Gugg7x8aN7rDbmyVYiYSGmiiWuD2HfPAbF3n3dua2JPiE21pQEVUyd93i5M34tU53DFd4AOvPU4xv0h9Md2z9id5Q4gH90VqqFvXHuRz0eMkJVWT5CHW5A8fgIxCI,2022-06-10 16:53:00.339439,2019-12-10 23:10:01.123138
790794,2021-01-02,78560.81986089,QliLl,3e5Xaq4EM9ZCRK8tDZkAHHRcLMXCpEPEagk3oSCSU,ZlKHQKSK09RjBTP61mj3M6SOUkNVhNAnfgCJwYl6D4LDKoP7I5FKpKfCtQyWuSF5jtkMnWRRrIsscMsx1uGQSifZcsDgZ72Bw8E2GFGTlvUc8zHwwUq7dUKNVUnaQjdikz0tnZMVTD6kNo3NW1bK1v9gT55Nj0cNsoio3kwkZGFcG2tlXijtbnSpajMFo008N8aIwEZQ8dfr0JEwjmu696vg1EyxCGpj1QYUcZTvPpGliUUps,2023-09-09 14:15:14.277405,2022-12-30 06:02:55.230131
669013,2021-11-05,706246.8035733375,iYkA6GPxx1,2kopoj1ekZqQAQb37NqVeEeXxxvzbgviB9Q8DDTBFiSJfUZdqdnptuY51Tk58qctlsLHbslKb0hDOGpLJzyHKxH,h4oREOIEZAWwqcAwZ1FHcTLgo2OczEDi9ICUhzfVBmVg0SeRnxlmWmuWEoyhzXxWtG0ZOUzoesNxN4X8ab1wNjLHrLvogjFuZHuxr0ZGhqw8SHUw,2019-09-29 06:52:01.602358,2022-06-03 02:29:00.489316
797223,2021-12-14,843038.9741125115,ubaLi1nJ5l,XPPqBrNSwcexX6ObHaVevEeeGKYPy1o5fehkGCt7NtfAe,UQyYdyvKSJB8Rzf27mWadgDytPu83B3NzOOPvz8RefQqMOI9svtmcy3ROJb80POWRftDUaKeVFuWszPZ6njpd62FWYRE4rU696pUa9mKTxVTy41dRgcrzLtsbnfgPUFAPOZb0Imm43H6haz0MZA1U4HKu269yeqT7aiGeuqA8Y3IFvr,2022-09-29 16:25:27.818133,2023-09-26 21:02:31.375770
641917,2022-06-19,278348.1251442047,uhNgPLJ7JD,Miph3U9aIL5EmogrRKVFLZ96BCxXPIpwO7IDhjkR3nZXw6U07rksE2aiuFJSdcrjkRiGrJDrS66Q2zgKBumAEm9qf7nypIwl98Xkg2X0m,8Ds8dfaOggxNeA9oRxf1r34GmKferLQAwcpCqD3DZAsIk91EQXSZmr2NDIWSYlIFuSzoJaZ6gsGLt2Xqxrh9qm0UHCuCIMlwRfKfDQzKHduQZjT6uADm65uqGuDFFTCgMkvs9Pl94D0yKQOS8YlMDE1JJMamiAlrynZ4Tphy9hPyDsmx5SVEYmT2ITI,2022-09-27 10:49:57.188195,2022-06-11 13:02:46.172811
40162,2022-03-16,395342.7361687894,l4ZU,gHwvWbhTVzRwdvpc2LJ6wKcWWfo3MTTYsMWe0rjE7nCPvMhyIu0BPcHpbg0LS9d2vsUTn6HaQzUPJFbMBvKmm6bRHzmWKELGx9lVBjWHt1OADGYBZu9sEfOKJodK7lyMvWQjMfZ6DxuF5itwhMaimtkpzTezBjFUUU4KKn1CC7G8YOmziffBb2,P5E93vDC8lS3FoBmRn,2023-01-21 14:55:20.369047,2022-02-11 00:08:20.259293
541256,2020-08-01,696420.7400901809,M7ETiXfi4,q071OIBJzYQwtd9KnCioOqiWI8Xe2W6lYvw62CEYbjufDOyPM3n3HuvmC83,JDut4hn8AViQvzO7ShVCq5C7Lb1v581TM7rmX1UPQhD,2020-04-29 15:05:01.032902,2022-12-21 21:56:32.315798
72982,2019-08-02,493347.617912862,2YA,dDdRNpme9dWCoYHUpJq4Ui6lz2Fe27oelKUlou6tVCXrrFck2S8EY4fDjkxsAPos63MJo7ZrJHqlZPMgGhJv95XUnsKJvzWVqutA9SdpsY5lb19gY5p8eCWdydqLyCwxW10SOOHIdBMtzSAZG8eo3WDtTb0X8GuDz9Yv74PZKZuG,RDk22egZFmMVZfVdN4U2I0Pk8vK4866uUkyUrks3GFMxhHTW2MKJUak3aiGXoFuy8pFDn3qFX7GuP3OZ69uKGrzgS6TI3fe,2023-04-02 14:30:57.610973,2019-09-17 02:05:26.373638
153137,2023-09-28,690960.1029600567,x,Q26Op2RITDi3FPZgHEiCiM4BI6xvzhPQB0uFdxqmx0iW5bGFd,oBKeznzZDl1CVovwxYOiFcGTd0cYswi1rTLUGJcogfzU62KWVUJ0Ut8lbbVtv7hQh0NxgvcVYGxvgjZPR05MGQIZtxPPjBLpCa2rRZuTrfah2LMkQjTPZVU67qR4fHucH,2020-07-28 09:45:57.241044,2020-07-07 23:01:40.985800
76063,2023-07-12,552764.7672831622,aeJB329K,ltyqQ8khpFymeZXsrb92MWAe9OSTPD1pNlFOFf1MiOImYreWMDS7utXO6aGKLowef,cwTjFczkC7lD7,2019-10-01 15:59:59.861239,2021-11-25 05:18:09.462077
187647,2022-05-23,423809.6083944532,0bb,48rpW1iiRWRCrVqzW4brZzB08YPh3KRdpoQ7IUaovEN5OZ86CEMMHbWC5JqrPQcAgKtUUGGbGOfG5tk7HL1kx781T04WV8duZoZhtITyN2exCbFXV20JPWVKFy1KP5HS9LhwR9ST1neim6jrU5kqwpDewI3ey0OyTneCP5ktpnB8Fz9s5omyHufW0UrXqtj3Evk7qCdfzJ7207nkpbZNzk0vD9HIcD1n,ZQ8qZu7s6rzJPeveH1KcwhRU9BYlut28tUtn0zNH4puUPi2KRV25abZML33l0iL0G87spYgM3Qr0D8uNH9,2023-02-19 01:36:47.382770,2023-07-15 08:46:01.449718
321414,2019-08-08,541114.9576648027,dulkA1,gfb5k41lCx9JIZhLGKJzRoDdBNaVXjxmIZ,JI6eyZqf2kUBbeuUeo71R1v9gO8Vs0GcQOV6P1kFQuJPNvG2DFBSOUkirLtl9Pf4fmYrmLUo6y49tKqOtlnEII6l42kch23Qh4R9cCc0zDM5BBO4KrPmGoKswtXx8z1e9W6zmYSSjtwKzmeUsmgMUpNwY9TVZdz1U1dE1VuqldUoLuidP1qu50XFMGtnjD3uXhqZ4,2020-02-02 03:32:57.328581,2022-07-07 01:14:39.933488
660102,2023-03-29,722968.3142483342,BK,kHysmgP8QX9Oasoc3Xq6duyrD7GKl01FlSv03iiKWa6zcDK296xr1HsrJK4uqM8CxLKqPJPqNXRHKg1z3o4kOkeVxkjpy9oVskQf54heaEdqmHOtXQQ5JXdsQpLuZGXgArSx1B9mfzZXoScf29y9FSGHjZnCRcX6xdTaxJCKyRokCztqzwgoga79ZU7cyJduOk8HNE41T9LkcwpF6P9U3Qx9Gzunnpkx0T2prZT6,XYmJ4AhqmF4Ag4mjobDgM1UD31sdUkoL9Fl2Z8ZrRQCUCyaGJKdIF7Cu2QMA8nL3PQhewWSbvrDdnGzbxZNaYn9LmOnncv7ASkYQtvIQ6HBcIxmydQ61RbeAavuE8lqJZ9lEHrlcBMSm403ae68EfVtRrg6yp7yjuKlWXhul1CDuzjQqKQxz2Bm,2021-07-06 00:13:47.480748,2019-10-19 11:14:52.852632
147471,2021-04-18,677743.5138308596,VK,advOmmqXrhrVdEBukd2rW52ymTTZpktl4GGaS3C7Lh0mgcBpYtld9MO8se3ARILJuD8jj92aUhXXS7ELLMunMZmN,jp1vU2rhBhMx2dKdHXHgQV5ADUH0INcafpouXzzWV4veNSRyEvyJDEFOPDiJReHE3QLChwR9QWuczaEPKYFjp,2021-12-18 12:59:56.075678,2019-05-04 16:20:36.168904
42122,2020-08-20,621802.077414407,jBQLTJ,VpBY6QsYDgopHjb6bb4ZYU2xa8orFGFwEo3pBf,SZPNBJaBhivwpBJdgE181kvkPAHidMNWREzenz9kLDdMmklJbAn291geuTRjRucAKeVKIBIiCszdDdm9XflIMElQlFiE1mUMphG,2019-06-14 06:33:12.703984,2020-06-10 03:05:20.902424
638469,2020-11-26,980594.6819363318,892d5tU0,6Ihg9984M1aWUMDQHVMRugUvjT5BM6N9eqqFRtmNyAvWbU3BZyzyRy3kq4zeLM2Nt2bl9hmDDRFCz94V5PiYuUSh5qhqSkWy70x4MMKlUwSSxCdtPGiet6aBNf1E51nQHIwtFgrZUyT1,YLLTu7WPutDLMbGud1A01egvhQDSSv7PRkpxgYuEI6ob8dpALQpRwhMBAUgGzL13Sfiq1NRqSFMA1a13YpbJng5YKyfeTEszLetvgfzLI8E04LiL24Zpx4LedS,2022-12-29 11:45:05.352135,2023-04-12 20:26:39.506162
8191,2019-06-11,335789.4345487487,k,AlQK2zH9KDLXKuQMOnJ6CDo1oKdiWv1e4YfDXKejK0uOyDT833JN9xKCPEeyTVcLvPR2TFZHA0JBDbujjMRTnoxaWKnpNYhWn1eyuuTa4llR4KggCQiPR3OsTTXkDs7ViS4afznuXm8rYptp2Xg9juueONbLRPam8Oqo4b2LSHgKdLfsBTwkbpnqSKnZJ,v0LUjTAPjFgGczuFE6qRQKQ92N3BMl0qC,2020-10-09 09:09:45.625819,2022-04-02 09:48:43.755201
576172,2023-08-03,850554.6581679122,j6eTQFeg8,tCc2qN2ZRdePm6WutDDNSDHcxoyd8L5Nz3sVWigTIFyyJx2WSRO59uUHrZQqmuCGIAUfaw6hvZEvQcvdBBJegFihWO,a76oaK372HgiqGKQXiZraibw29Z5MMzHv63TnqDdFX1EYFq1QOQUxETQRkDze7ZDjz8Dkeci0D57UsmW8Dx2HJivMyo26dTUDpKYLdRbBqfOuwbbAXzRYIUPXBDxWQkiwhH2jd48ndQG7lMZ1jBxHu5AHPor3dxbquzluAsvVwspXiYeRVIJMhNbpGNYROsiny3KGLntnu9KsJ1gUMYZOqUCdTPRIVb,2022-08-14 18:51:14.409408,2019-04-20 14:27:56.357108
136475,2021-10-11,92560.48409930318,alonUh,Bo65JIdOmnyJTDfRWJbWJTy58MJ0H4a9Wmyu7lcumYu,2BDlr4Veadj65Y85eSIxhQKgEnBwjuaHXOwyeKZ,2022-10-29 12:34:31.568376,2022-09-08 06:55:22.966281
234537,2022-06-25,238483.93922975817,sdlI3jGz,S2FPhsxPMhucKaG3BNXCpsowWu9lnRQq5G4p0dsWhmEbT,dO3fwuVNDggYFY1lnzQhbuaOyOmIFDVk18NbubegPhtcVRWgsXLJC7UU9LhWMJK3tqg57DH56G4IuJdsvKw9gJ171UywBlnylD4AlkhkSHujdXJCxEqCbvIjdbG1xTCSlzJ16510y99VGSgbH3UUyxoD7APCkV6P9n5XVWZD4av6wy1I9I5fEYNktpwplkoLwpTDhrr,2021-02-11 22:44:46.837029,2020-08-11 14:05:41.608089
606076,2021-09-27,386111.1461036223,dpfOlEJ,JJRq,zM6Uh0ndk7otoIM33IYmPhDVRIK2vCz1mwTkFin,2018-12-21 18:21:13.790936,2019-12-04 10:50:08.190692
603395,2019-03-28,36576.083980875825,PLv,Hx3r4IUHgQzdUYJn5fP8XsF8vADJk7pp1IORSdXpf79ZheQNHQo8UBIQKrjqAy3jUcqz1HGrcXaQE8JnFA8BilbCjO6PtDalnhcd3EZKYSWZqwm6HPpVzRiszyevn6zqE5dcvMoCVqhejoSgruNjZgxJYfCWv4Pg1OJBY53ZmjPP8AO5TbZdaLaYNCltR7V1kxvbMRSQITsOuqFtURBnJot16mOaC,TdtXnC2W4CsSQrt0hgsw9WSxwBRYeW0qETJANOwsSetlzFgjXnwPqxPGm326vMjwUJgykrUDyqae4XtolZM79sXhsAx2CNLUyCMltnZYrcCWE1NLmx3uxDrMFGE4MD9gLimme5V1LF2Efgkl8u1t4RhHj3lu,2019-07-08 21:53:19.806437,2020-11-29 18:43:29.738189
